"","everything about him he is so anti amercian how do you ssupport someone who has repeatedly whos acctions has been so detriemntal to the american way of life","he has strong fiscal experiance a stronger moral value and he has a deeper love for america and a better foreign policy","","","i dont like their ultra liberal intitlement phylosophy","thier conservstive position thier pro america they support american business","too much cronisism the defense of big busines"
"","his healthcare","it s more that i am not a fan of barack obama","his views on marriage","","","",""
"","everything he s taken us into bankruptcy our whole country he s raised our debt and we have almost no chance of getting out of it he has made us a laughing stock he s made us a weak country he has disgraced our military took away our space program i mean there s no good things he s done","i think he is honest he couldn t do a worse job he understands business he understands the american people and he understands our foreign relations with israel he understands how much we need our military not for war but for peace you need to be strong to have peace he believes in god very important he believes in family he believes in dignity the human spirit","","","abortion tey think you should be able to abort anything at anytime our educational system they teach views not history the unions their views on welfare they think more people should be on on welfare and rely on the govt they are just too liberal they think we should tolerate everything","most of them are christian belive in working hard don t believe in handouts believe in family values respect honor equality and not separating us into colors races religions we all are americans not black americans chinese americans they believe in a strong military and hey believe in exploration and going out into space","they won r speak out loud enough they need to stomp their foot and hit the desk andnot be afraid to show they are a republican"
"he s shown some improvement on the issues he ids facing it will take as much time as it took bush to take it down the drain to fix it as far as foreign policy he took troops out of iraq and captured bin laden sanctioned china and international tradethat other presidents have not done trying to keep jobs in america and create jobs by enrgy efficient and build roads for trade helps the economy by moving goods through transportation on land","if he came out he was at fault treason or something major that shows he is not competent to do his job his integrity was in question","","giving jobs to foreign countries instead of leaving them ina america he s not keeping his word in what he said does not admit to his mistakes or saying he changed his point of view he s gonna do alot of cuts on everything actually people need help now and cuts need to be done wisely at this time","they emphasize more on middle class and poor people they believe in helping people with needs and programs to help people advance in life","","they are conservative on some issues tha do help less lenient on helping everybody they make it harder for some people to get help who do not need it if someone is doing well they should not have to pay for someone abusing the system they keep an eye on things i see their point of view","probably everything they have a tendency to try to pick a fight or make war with other countries"
"","i think it takes 4 years to figure out if he s born here or not and they still dont know what religion is he really muslim or something elsehow can he let some health bill go through not even pertaining to health whole i dont trust him what politician can you trust","","","sometimes they think outside the box think we need some liberals keeping us going","too liberal","they are conservative i think they look out for the economy closer","they are getting more sloppy and letting the liberal going more toward liberal side"
"","he just promises he has signed over 100 executive orders since he has been in ofc that the public is never told about he didn t label gmo s like he said he would he gave monsanto positions in the wh and the fda he didnt stop the war like he said he would just moved people from one paplace to another that he signed the ndaa and on new year s eve when nobody is paying attention the list is too long","","he s dishnest flipflops back and forth on different topics think he is funded by all the banks and different corporations that also fund obama and because of that reason i dont think he would have our best interests in mind but would do what they wouldwant to do he wants to increase spending overseas and is for the 0il industry never served in the military","that they are usually against less war","how corrupt they are","","i think it is all corrupt that they are always usuall for alot of war"
"","","just a change","","","","",""
"","","","","","","",""
"he cause he got osama binladin and he got me an federal extension on my edd","","","cause he is sending business out of the country he trying to make obama is slow on his tacktics on war and terror","it gives people a chance to vote how they want to","","","they enforce to many rules they want the goverment to control the people instead of the people controling the goverment"
"that i would be asured that all coporation and all congress would support him and the economy would get better","","because i am more conservative then liberal","","","","what i like from them when we are attack from other country they defend them self right away i feel more protected",""
"","","","","there i think some of the plans that the offer a focus in helping the lower class thinking is more into a certain of individual toward the middle to low middle class","thier is to much help some social services there helping alot of people who dont need it thier fakeing and dont need the help there not helping the one who really need it when they need it","","the end result they tell us one thing and in reality something else is going on they dont show us the whole picture and they want elimnate all social services there more concentrated in helping the capitalism and they either forget or ignore the general population they dont care who suffers capitalism"
"","","","","it leans towards taking care of people no","","","they favor the rich no"
"i believe he has done a good job so far considering the congress he has put up with so far no","","","e s always been wealthy he has no idea how the average person lives day to day therefore i don t see how he could gevern good he s a republican no","a lot of things obama care the way they are handling what should i say redacted female name i think they have a much better record on female issues no","","","they re handling of the medical situation medicare obama care i don t like how they are handly ing that no"
"","his health care the fact that i believe he is detroying our world as we know it no","he s not barack obama he s the best choice you don t have much to choose from no","","","everything their belief in barack obama no","their beliefs about barack obama money management no",""
"democrat for one thing intelligence sincerity no","","","just about everything he s a republican for one thing that just about covers it no","everything their pro labor pro choice health care i like thioer piolictics no","","","i don t like their policies about the 47 percent ers and just about everything they are agianst unions they are against people they are against nature they are agianst science and from the lst i heard on the news there about rape they are agianst women no"
"he d democrat no","he will not legalize medical marijuana no","","everything about him he does not believe in womens rights he has no sense of people that are poor not in touch with poor people he s a rich person he is for rich people he is for corporations and ignores everybody else no","green earth protection environmental issues they fight for the small guy the person who is not in business they fight for the poor people they listen to their constituents if i had a choice of choosing a democrat or republican i would choose democrat because the republicans are in it for money they talk about businesses competing in the world market they want businesses to win over anything else and they would roll over anyone to get to the top no","not knowing that they will stick by what they are saying that they will not be wishy washy they need to have a spine they need to stand up and make a statement about what they are going to do and do it not changing no","","there is nothing i like about republicans their superior presence of wanting everyone to be like them they refuse to look at poor peoples situation they have no caring or compassion they don t look like real people to me on tv they have makeup on and don t look liuke real human beings no"
"","policy on health care trade just those two","economic policy that s it","his opinion on abortion to me that s not really good","","economic policy no","i like their economic policy no",""
"","","","","","","",""
"","gay rights he didn t like that and now he wants gay people to be able to marry healthcare we were kind of messed up beore he came in but he didn t help","","i ve read on the internet that he s a crook and i ve studied websites on the internet and i don t care for obama or mitt romney i think all politicians are the same the only one i like is ron paul most are liars","","","",""
"he makes wise decisions and looks at the needs of all the people not just the wealthy he thinks before he talks they call him cerebral i just feel he has more concern for the overall population of the country not just a select wealthy few no","","just the fact that he talks jobs but i don t know if he d be better at it but there no","he doesn t connect with people like he should we are in a world wide situation and we need that and he s flubbed every statement that he s made and that s bad news he s for the wealthy not the middle class it could go on and on the the 47 percent that s bad news because we are all dependent on the government to make good decisions for us with his attitude about the lesser on the 47 percent her must have the same attitide world wide and that s","obama can relate to the world in general their concern for the people in our society all the people not jsut the wealthy or the top 53 percent their cerebralness as they call it that he thinks before he talks their attempt to get things through congress that will help our economy what they have done so far is as much as we can do even though there are a lot of people who don t think this is the general feeling about their interest in our society and our people and their well being as a whole no","i don t always like the cost of putting all these programs into action hopefully these things will get better but i don t know that they will no","","how they are blocking everything in congress all the programs that obama has tried to get through how many of them have inside information on the stock market and that doesn t give us a fair chance out here the do nothingness of the voting time what to do you call it the electoral timeframe the benefits they get that we don t get such as health care the pliticising of every singel issye that comes along the overall fuctioning is immature the lack of concern for the people in the country no"
"he s more liberal open to gay rights and immigrants","","","more conservative he s not for gays or immigrants","they re more liberal and more compassionate than the republican party they re more for the middle class","","","they re conservative and for the rich people instead of the poor and middle class"
"","","","","","","",""
"","","","","they help the low income people they are more helpful in general","they cut too many services","",""
"he inherited the mess bush left and needs more time to get it together he got bin laden killed he needs more time","","","he switches everything up he says one thing then changes his mind his comment on the 47 percent of the people is an issue he says othe s going to give the military more money but they re not asking for it he s not fit to lead the country","more help to the middle class which isthe majority of the pop","","","tax breaks to the rich that s mainly it"
"","","","","they re trying to do more for the lower and middle class americans","","","they don t seem to cooperate with the democratic party they seem to be very harsh on immigrants"
"","his manipulation of currency is catastrophic defecit spending obama care and chances of increased taxes","his tax policies foreign policy","increased chance of running a deficit because of cutting taxes i don t think so","views on social issues more social freedom","out of control spending views on safety net and foreign policy","their view of spending economics practice foreign policy taxes defense","their view on social issues religion just i would say freedom in general"
"he s honest and he cares a lot for the people the middle class especially and the poor too that s it","","","he lies mostly the health care and the people he wants to help them then talks about them behind their backs and his income tax thing he doesn t want to show his income tax about 100 more","they re mainly for the people and i guess i like them i just believe in them mainly i guess everyb ody lies but i feel more strong for the demos but demos trying to help one another i believe democrats are better","","","they don t want to come to come together and help each other no that s all"
"","health care plan and his view on small vbusiness doesn think he is on the side of small business owners","change and his running mate first he will change the health care plan ae i m not for big gov t obama is kinda socialistic","i don t much about his foreign affairs experience i m afraid his lack of knowledge on foreign affairs","their view on the environment","they believe in big gov t and social programs tha s the biggest thing unemployment food assistance program how the treat immigrants","just their cobservative views wm in spending less","i think how they tax who they tax and who they don t tax"
"","the insurance thingh the obamacare and his priorities are not what they were when he was running for president there has not bewen a job increase","what s going on right now is not working his values and beliefs","","that is education","thingsb such as obamacare i understand how the country to help people in need but now it s becoming to enabling a crutch to where people are depending on the system and mi8susing it","there more consercvative the party does alot with the military and foreign affairs","usually they don t much for education"
"","his health care p0lan not making people become citizens his tax plan wants to give more to those who are not even working wants to give them money back when they didn t put any in to start with","everything he has presentedi like he stands for everything america stands for he represents the people he stood up for the attack on the embassy and the deathe of the ambassador while barack apologized","","","they don t ever follow throgh with their promises ae they used to be for the people but they are not anymore that sums it all up","they seem tostand strong and not back down to other countries republican president in the past seem to take the lead and defend us with their words and they don t seem to get into gov t forcing us like demos want to get into our lives and regulate us","they seem to look out for the wealthier people"
"","","","","","","",""
"","economy the war","business man like chose for vice president","","","economy","",""
"the fact that he has created many jobs and led navy seals in killing of osama no","","yes his sinester grin and personality but i wouldn t vote off of that no","religion none","like the way each clas of citizens are treated as branches lower gas prices then republicans np","","","increase of gas prices no"
"opposite positions of all of the other positions on social issues i m a progressive liberal taxation in general people need to pay for government it doesn t come for free i believe in a role for government not as a taxation but as an investment furtghermore taxation is a form of social engineering and i believe that s an appropriate role for taxation you don t encourage behavior that is and discourage positive behavior intellectual capacity he is more educated and more intelligent the quality of his educated more trained demeanor his demeeanor is calm cool and collected not off of the cuff no","","","lack of consistency the party he represents position on various issues taxation role of the federal government controls over business personal independence issues that s all","in general it seems to be more intellectual it errs in the direction of deriving benefit for more people versus less people generally speaking position on social positions it maximizeds the utility for society versus the utility for the individual that s all no","","","the attachment to religion the atachment to legislating morality lack of separation between church and state i believe that they jmisinterpret the constitution the willingness to believe that the ends justifies the means the attachment laise faire capitalism the apparent support for creation of an aristocracy no"
"","","","","","","",""
"i like his superm court picks taxes policies and health care policy thaat will do","his foreign polocy is sometimes in discisive that the one complaint i have","","basically your dont no where he stands you look at his party and you see the crazies and the koch brothers and sheldon adlson that is giveing romey 100 million dollar hes the front man for jim de mint senator of south carolina and john banher speaker of the house","the healt care plan stands on freedom of choice the potenical supreme court picks gay equality civil rights and there imigration policies and taxation could go on but thats enough","there alittle weak on national defense and to willing to compromise in the face of distrutively intented opposition that it","","abortion supreme court picks tax policy reponsable for the log jam in congress they decided tthe way to defite obbma is to insure that nothing got done that it or i can go on for a long time"
"","","","","","","",""
"","","republican","","","they vote for obama","there polociees no",""
"i like what he has to say","","","","they are a little more liberal","","i like less government and less taxes but i odn t like their stance on abortion","their conservativism"
"he s doing such a great job right now he brought our troops home no","","","","","","",""
"he seems like he s been doing better this year trying to get on track he just needs a little more time no with health care he s been pushing on and trying to increase employment","","","","","","",""
"","little dissappointed in the last 4 years hoping more would ge t done i d like to see him spend more wisely no","","i don t see him as a real person i d like to see amore common man regular citizen business man id like to see a candidate who s mor intelligent no","i agree with some liberal agendas not so much with the economy but more on personal matters of choice no","i don t like the way they campaign they just ask for money and don t do anything to help the economy with it just use it to market themselves theyre better at marketing themselves than the republidcans that s why they look better no","i tend to lean more toweards the repub party i tend to be more moderate typically ive seen them do a better job with the economy it dowsn t include everyone but as a whole","matters of personal choice sometimes they try to start some pokicies that don t make any sense like the recent thing about birth control and classifying rape as legitimate or not legitimate"
"","pretty much don t trust him i think they re in the po ckets of big business","","i cn t trust him i think thnk they re in the pockets of big business i m trying to decide whcich is the lesser of the two evils","if they can make the health care issue work that would be it i guess","too often they are too liberal socialistic","they still believe in that people should have some religion i m not a religious person but there is a place for it","they re strict about following party lines a that goes for both"
"","govenerment trying to getcontrolofhealth care g getting involvedin financial and business not permitting private sector to take advantage of our private resources g picking and choosing winners and loosers solindra gm their own no","capable as a business person and 94 gover should be business states more control percent gov far less he is fhiscally responsible in past business has strong faith that ins concerned to serve all the people ability to speak clearly and fluently without retorick and desireto impress people just to make himself look good ants less gove whic gives control backtopeople at the cost ofthose who have successfully managed their lives no","","","pandering to every lifestyle financial calamity to acquire fvotes to continue their agendat at the cost ofincreasing our national debt neglect of national debt afraidtomake criticaldecisions at the cost of a more stable future for the country aking it difficult for bsiness to conduct selves in a pmarket where things are stacked against them in the world economy no","tend to federalist ideas and how country was fuonded open enterprise fostered and the capitlist ideas the responsiblity the b urden of each person success only found by using you wit failure comes ecucation tend to ber more straight forward to resonses to foregin and domestic affairs instead of making sure party is put in a favorable light ad so the democrqats no","inability to make hard decisions and explain them in a rational way so that people understand that needed for solvency harder look at imporatance of the nation as a single unit as compared to other countries no"
"","i don thik he is a good role model i don t belive in him he doesn t have the good of america in his heart he is more socialistic than i like i m terribly disappointedin him to tell you the truth no","he s a christian man he has good business sense he s honest just in general nothing in particular he s a good family man he might bring back some of our core values no","","","their health care plan i think congress is nothing since they won t talk to each other i was raised a democrat i don t like the welfare system i don t like all their rules i m not dwant to givthe democrat s falt no","they are forsmallbusiness they allow people to thinkfor themselves thepresident can do it all by himself they stand for the independence of america and a strong government with defense and out own thinking no",""
"","he was strong on helping the middle class and health care he has done neither because of his healthcare bill insurance has gotten more expensive i don t agree with how he has handled the whole economics of the us no","he says he will help the middle class and single parents anything he can do to help us with taxes will help i m a single parents and have worked hard but it has been difficult my children are struggling you try to give your kids more opportunities and you struggle with that and the government doesn t give you any help i kind of believe him and he sounds like he honest he s a person who knows how things are on both sides of the issue i want to give him a chance obama is focusing on the people in other countries and fund them but ignore us at home i like his views i follow it somewhat he talks more about helping the united states no","","most of the time they stand for the people or they try congress has difficulties in passing things but i think they try harder i just pretty much like their views on everything foreign affairs and our issues medicare a lot of people depend on these not to be abused no","what they are doing with the gas prices and the economy so many people know we are not hurting for fuel we have access to they have access to their stash no","","i think they are more for the rich than the poor giveing them tax breaks no"
